board_size,max_exponent,layer_sum,max_value,num_states
3,9,154,7,4994
3,9,226,6,7565
3,9,960,8,16
3,9,212,6,11745
3,9,760,8,3687
3,9,462,8,50950
3,9,834,8,1161
3,9,578,8,23234
3,9,438,8,54129
3,9,564,8,36883
3,9,470,8,48884
3,9,78,6,788
3,9,38,3,1179
3,9,320,7,30291
3,9,906,8,48
3,9,530,8,31105
3,9,814,8,6157
3,9,286,6,271
3,9,208,6,14599
3,9,566,8,38896
3,9,198,6,16140
3,9,40,5,124
3,9,176,7,17220
3,9,408,7,11265
3,9,694,8,16937
3,9,412,8,48001
3,9,58,4,5894
3,9,492,8,46529
3,9,692,8,15845
3,9,164,7,10547
3,9,320,8,26475
3,9,268,7,33999
3,9,864,8,905
3,9,144,7,1146
3,9,690,8,17235
3,9,972,8,5
3,9,160,6,30360
3,9,512,8,23461
3,9,278,8,3113
3,9,656,8,17747
3,9,772,8,694
3,9,482,8,41029
3,9,298,6,64
3,9,394,8,29688
3,9,206,6,15999
3,9,352,7,25077
3,9,296,7,33449
3,9,294,8,11499
3,9,980,8,2
3,9,610,8,24303
3,9,82,6,1810
3,9,770,8,388
3,9,374,8,41395
3,9,296,6,72
3,9,314,8,22953
3,9,132,6,26021
3,9,858,8,1345
3,9,458,8,37339
3,9,34,4,1933
3,9,444,8,53602
3,9,508,7,157
3,9,158,5,405
3,9,52,5,2626
3,9,122,5,7272
3,9,296,8,12555
3,9,516,8,19421
3,9,580,8,21709
3,9,196,7,26023
3,9,248,7,42351
3,9,464,7,3052
3,9,806,8,5266
3,9,364,8,38248
3,9,188,6,22166
3,9,498,7,322
3,9,62,5,7486
3,9,700,8,14792
3,9,384,8,43309
3,9,122,6,22982
3,9,804,8,5587
3,9,606,8,37968
3,9,202,6,13870
3,9,398,8,40213
3,9,750,8,8135
3,9,98,6,9516
3,9,376,7,18319
3,9,62,4,5182
3,9,80,4,1242
3,9,288,8,8453
3,9,674,8,18722
3,9,934,8,93
3,9,400,8,38460
3,9,386,8,36589
3,9,730,8,11886
3,9,312,8,22023
3,9,824,8,3981
3,9,926,8,246
3,9,778,8,1261
3,9,474,8,52376
3,9,4,1,8
3,9,182,6,22694
3,9,608,8,31750
3,9,82,5,15381
3,9,146,5,1552
3,9,348,7,26773
3,9,436,8,50442
3,9,584,8,22651
3,9,274,8,1638
3,9,618,8,24387
3,9,312,7,36517
3,9,142,5,2614
3,9,426,7,6867
3,9,134,5,4158
3,9,228,6,7007
3,9,518,7,19
3,9,938,8,74
3,9,262,6,1271
3,9,416,7,9217
3,9,484,7,1010
3,9,40,4,3946
3,9,952,8,43
3,9,382,8,44522
3,9,358,8,37545
3,9,252,7,41807
3,9,448,8,51260
3,9,10,2,69
3,9,256,7,43280
3,9,322,7,23523
3,9,870,8,440
3,9,490,8,39929
3,9,30,2,5
3,9,214,6,11819
3,9,258,7,36592
3,9,534,7,89
3,9,326,8,25635
3,9,172,6,24366
3,9,452,7,1545
3,9,90,5,15684
3,9,524,7,80
3,9,266,6,1040
3,9,202,7,26399
3,9,270,8,584
3,9,324,8,26023
3,9,586,8,23600
3,9,892,8,148
3,9,756,8,5105
3,9,902,8,19
3,9,562,8,37636
3,9,636,8,18033
3,9,464,8,49213
3,9,86,5,15413
3,9,560,8,42873
3,9,974,8,2
3,9,976,8,2
3,9,224,6,9734
3,9,216,6,12188
3,9,146,6,27594
3,9,254,6,3778
3,9,44,4,5114
3,9,184,7,22054
3,9,508,8,37084
3,9,666,8,23205
3,9,194,7,26813
3,9,124,5,7009
3,9,638,8,15807
3,9,272,6,1074
3,9,644,8,7891
3,9,368,7,22097
3,9,54,3,28
3,9,424,8,46163
3,9,308,7,33322
3,9,180,7,19540
3,9,104,6,12636
3,9,624,8,26092
3,9,152,7,4072
3,9,390,7,6354
3,9,494,8,50988
3,9,546,7,17
3,9,522,7,48
3,9,488,7,764
3,9,888,8,194
3,9,140,5,2807
3,9,228,7,36616
3,9,172,7,14753
3,9,134,6,25621
3,9,524,8,29773
3,9,64,5,8705
3,9,242,6,5711
3,9,528,8,33506
3,9,936,8,102
3,9,514,7,19
3,9,42,5,276
3,9,24,3,998
3,9,236,7,38194
3,9,904,8,33
3,9,468,8,46447
3,9,600,8,37090
3,9,544,7,33
3,9,378,8,41645
3,9,176,6,25865
3,9,514,8,13435
3,9,178,7,18644
3,9,36,3,1350
3,9,470,7,2772
3,9,556,8,40300
3,9,856,8,1422
3,9,210,6,12282
3,9,550,8,32840
3,9,178,6,23474
3,9,348,8,36945
3,9,574,8,35213
3,9,688,8,20730
3,9,66,5,9541
3,9,848,8,1431
3,9,468,7,2734
3,9,370,8,41364
3,9,642,8,6436
3,9,172,5,18
3,9,504,8,41644
3,9,44,5,520
3,9,236,6,6897
3,9,740,8,6235
3,9,698,8,14918
3,9,390,8,33267
3,9,330,8,26398
3,9,46,3,387
3,9,26,4,315
3,9,244,6,4970
3,9,502,8,40839
3,9,18,2,175
3,9,504,7,199
3,9,142,7,690
3,9,302,6,52
3,9,776,8,938
3,9,56,5,4287
3,9,234,7,37626
3,9,462,7,2589
3,9,540,7,63
3,9,246,6,4876
3,9,150,6,27738
3,9,302,7,39452
3,9,14,2,136
3,9,48,5,1350
3,9,306,8,18618
3,9,112,6,17218
3,9,40,3,1005
3,9,174,6,26504
3,9,208,7,31128
3,9,392,8,31695
3,9,302,8,15755
3,9,72,4,2972
3,9,350,7,27245
3,9,210,7,30847
3,9,94,6,7395
3,9,330,7,21783
3,9,276,7,33386
3,9,192,6,22127
3,9,660,8,19383
3,9,392,7,7093
3,9,434,7,6309
3,9,442,7,4880
3,9,138,6,25935
3,9,950,8,44
3,9,260,7,29747
3,9,74,6,219
3,9,476,7,2498
3,9,732,8,12064
3,9,36,4,2596
3,9,768,8,989
3,9,916,8,197
3,9,788,8,5922
3,9,406,7,10812
3,9,8,2,39
3,9,396,7,10043
3,9,362,8,37691
3,9,148,6,25907
3,9,24,2,93
3,9,110,5,11483
3,9,620,8,27390
3,9,48,3,244
3,9,474,7,2674
3,9,388,8,29690
3,9,554,8,36820
3,9,472,7,2873
3,9,136,5,3716
3,9,30,4,898
3,9,360,8,38034
3,9,910,8,116
3,9,288,7,38448
3,9,548,8,32095
3,9,782,8,3501
3,9,14,3,82
3,9,422,8,44055
3,9,58,3,3
3,9,6,1,10
3,9,160,5,299
3,9,328,7,22028
3,9,346,7,26669
3,9,544,8,38691
3,9,116,6,19540
3,9,252,6,3953
3,9,588,8,29116
3,9,204,7,25717
3,9,364,7,21022
3,9,72,5,12429
3,9,676,8,16217
3,9,682,8,17653
3,9,672,8,22640
3,9,262,7,33232
3,9,496,8,47453
3,9,294,7,32225
3,9,880,8,397
3,9,42,4,4558
3,9,460,7,2101
3,9,900,8,29
3,9,92,4,113
3,9,110,6,15780
3,9,572,8,36334
3,9,790,8,6706
3,9,416,8,49073
3,9,56,3,7
3,9,480,8,50822
3,9,130,6,26812
3,9,968,8,7
3,9,836,8,1063
3,9,240,7,43785
3,9,158,7,7274
3,9,184,6,23184
3,9,58,5,5256
3,9,446,8,57293
3,9,342,8,32947
3,9,148,7,2387
3,9,830,8,2494
3,9,734,8,12393
3,9,418,8,44325
3,9,358,7,18371
3,9,542,8,41995
3,9,744,8,6426
3,9,256,6,2937
3,9,748,8,7747
3,9,720,8,12542
3,9,274,7,32499
3,9,466,7,2989
3,9,232,6,6573
3,9,510,7,34
3,9,506,7,129
3,9,286,7,42714
3,9,186,7,22993
3,9,652,8,12384
3,9,8,1,4
3,9,340,7,24740
3,9,576,8,30370
3,9,534,8,37653
3,9,166,6,25612
3,9,54,4,6291
3,9,538,8,39598
3,9,106,6,13465
3,9,142,6,27089
3,9,450,7,1746
3,9,874,8,479
3,9,16,2,166
3,9,156,5,546
3,9,100,5,14361
3,9,200,7,26099
3,9,60,5,6345
3,9,448,7,2907
3,9,612,8,22976
3,9,872,8,512
3,9,140,6,24733
3,9,174,7,15780
3,9,118,5,8792
3,9,444,7,4639
3,9,840,8,874
3,9,166,5,60
3,9,310,8,20567
3,9,16,3,164
3,9,532,8,33538
3,9,92,6,6233
3,9,192,7,26499
3,9,304,8,17196
3,9,668,8,23641
3,9,726,8,12377
3,9,88,5,15787
3,9,264,6,1182
3,9,12,3,36
3,9,316,8,23491
3,9,240,6,6759
3,9,506,8,36715
3,9,438,7,5874
3,9,436,7,6006
3,9,962,8,5
3,9,102,6,11605
3,9,780,8,2131
3,9,520,7,33
3,9,284,7,39652
3,9,428,8,50330
3,9,108,5,11367
3,9,396,8,34668
3,9,914,8,194
3,9,20,4,26
3,9,206,7,28752
3,9,736,8,8237
3,9,128,6,26492
3,9,276,6,740
3,9,282,8,4957
3,9,718,8,11563
3,9,828,8,3275
3,9,602,8,35812
3,9,84,6,2530
3,9,130,5,5494
3,9,60,4,5681
3,9,170,7,13450
4,4,32,2,8597
4,4,78,3,319526
4,4,10,3,24
4,4,34,3,187499
4,4,30,3,87525
4,4,66,3,1398860
4,4,32,3,130380
4,4,28,2,8952
4,4,92,3,1571
4,4,26,2,8419
4,4,44,3,734897
4,4,74,3,646406
4,4,38,2,4346
4,4,60,3,1656782
4,4,22,2,5922
4,4,94,3,318
4,4,62,3,1617354
4,4,6,2,33
4,4,26,3,34297
4,4,72,3,841744
4,4,52,3,1369262
4,4,20,2,4555
4,4,34,2,7376
4,4,44,2,939
4,4,36,2,6032
4,4,28,3,56357
4,4,86,3,31408
4,4,12,2,714
4,4,22,3,10656
4,4,96,3,29
4,4,18,3,2468
4,4,50,2,31
4,4,42,3,589857
4,4,10,1,6
4,4,48,2,177
4,4,90,3,5070
4,4,20,3,5330
4,4,50,3,1218391
4,4,84,3,64457
4,4,38,3,351688
4,4,40,2,2799
4,4,4,1,21
4,4,46,2,386
4,4,10,2,356
4,4,30,2,9087
4,4,80,3,203334
4,4,54,3,1495187
4,4,24,3,19763
4,4,36,3,260597
4,4,42,2,1797
4,4,70,3,1041329
4,4,46,3,892705
4,4,18,2,3225
4,4,14,2,1259
4,4,40,3,461966
4,4,8,2,145
4,4,24,2,7321
4,4,88,3,13535
4,4,48,3,1056030
4,4,76,3,469112
4,4,14,3,400
4,4,58,3,1647634
4,4,6,1,35
4,4,64,3,1530275
4,4,56,3,1591238
4,4,8,1,25
4,4,16,2,2104
4,4,68,3,1232145
4,4,16,3,1059
4,4,12,3,124
4,4,82,3,119573
4,5,82,4,43210795
4,5,32,2,8597
4,5,108,4,57618159
4,5,154,4,766906
4,5,98,4,62663572
4,5,78,3,319526
4,5,10,3,24
4,5,84,4,46874625
4,5,34,3,187499
4,5,24,4,1059
4,5,90,4,56248718
4,5,38,4,134106
4,5,30,3,87525
4,5,66,3,1398860
4,5,32,3,130380
4,5,160,4,205515
4,5,46,4,820987
4,5,136,4,10766143
4,5,142,4,5289587
4,5,28,2,8952
4,5,48,4,1204496
4,5,92,3,1571
4,5,68,4,17499088
4,5,86,4,50299541
4,5,26,2,8419
4,5,44,3,734897
4,5,100,4,62812882
4,5,74,3,646406
4,5,70,4,20742059
4,5,38,2,4346
4,5,28,4,5680
4,5,52,4,2422602
4,5,60,3,1656782
4,5,22,2,5922
4,5,64,4,11902712
4,5,88,4,53446456
4,5,94,3,318
4,5,62,3,1617354
4,5,6,2,33
4,5,26,3,34297
4,5,72,3,841744
4,5,104,4,61373511
4,5,52,3,1369262
4,5,20,2,4555
4,5,34,2,7376
4,5,22,4,400
4,5,74,4,27872644
4,5,44,2,939
4,5,134,4,13151048
4,5,36,2,6032
4,5,28,3,56357
4,5,86,3,31408
4,5,66,4,14552869
4,5,180,4,143
4,5,12,2,714
4,5,22,3,10656
4,5,96,3,29
4,5,96,4,61892589
4,5,18,3,2468
4,5,50,2,31
4,5,42,3,589857
4,5,10,1,6
4,5,76,4,31669316
4,5,48,2,177
4,5,90,3,5070
4,5,56,4,4460679
4,5,20,3,5330
4,5,140,4,6817980
4,5,130,4,18966831
4,5,102,4,62380433
4,5,128,4,22233149
4,5,50,3,1218391
4,5,84,3,64457
4,5,78,4,35540434
4,5,110,4,55074310
4,5,50,4,1726315
4,5,164,4,73040
4,5,94,4,60498699
4,5,32,4,23302
4,5,106,4,59731075
4,5,38,3,351688
4,5,58,4,5871001
4,5,152,4,1122085
4,5,158,4,330550
4,5,176,4,1076
4,5,34,4,43592
4,5,62,4,9568130
4,5,116,4,45027957
4,5,80,4,39403367
4,5,146,4,3018342
4,5,40,2,2799
4,5,144,4,4045361
4,5,4,1,21
4,5,122,4,33391296
4,5,46,2,386
4,5,156,4,508748
4,5,40,4,221198
4,5,10,2,356
4,5,126,4,25791713
4,5,30,2,9087
4,5,118,4,41230645
4,5,166,4,41466
4,5,124,4,29573932
4,5,80,3,203334
4,5,44,4,545456
4,5,54,3,1495187
4,5,184,4,13
4,5,168,4,22284
4,5,24,3,19763
4,5,36,3,260597
4,5,42,2,1797
4,5,70,3,1041329
4,5,46,3,892705
4,5,26,4,2524
4,5,18,2,3225
4,5,148,4,2211749
4,5,178,4,367
4,5,150,4,1596193
4,5,14,2,1259
4,5,40,3,461966
4,5,72,4,24221958
4,5,114,4,48618460
4,5,172,4,5640
4,5,112,4,52024431
4,5,36,4,78364
4,5,8,2,145
4,5,24,2,7321
4,5,88,3,13535
4,5,48,3,1056030
4,5,76,3,469112
4,5,30,4,11902
4,5,138,4,8649778
4,5,14,3,400
4,5,58,3,1647634
4,5,6,1,35
4,5,174,4,2453
4,5,42,4,353035
4,5,92,4,58606282
4,5,64,3,1530275
4,5,56,3,1591238
4,5,132,4,15916525
4,5,182,4,26
4,5,8,1,25
4,5,54,4,3323177
4,5,16,2,2104
4,5,68,3,1232145
4,5,16,3,1059
4,5,162,4,124700
4,5,170,4,11525
4,5,12,3,124
4,5,82,3,119573
4,5,20,4,100
4,5,120,4,37256691
4,5,60,4,7567524
4,6,82,4,43210795
4,6,32,2,8597
4,6,108,4,57618159
4,6,116,5,330041914
4,6,154,4,766906
4,6,152,5,809323922
4,6,326,5,3168
4,6,98,4,62663572
4,6,316,5,25210
4,6,78,3,319526
4,6,10,3,24
4,6,128,5,517983757
4,6,84,4,46874625
4,6,34,3,187499
4,6,180,5,795433541
4,6,24,4,1059
4,6,178,5,810215388
4,6,154,5,822754787
4,6,196,5,623542930
4,6,90,4,56248718
4,6,204,5,516715641
4,6,174,5,832984435
4,6,38,4,134106
4,6,84,5,28188682
4,6,30,3,87525
4,6,252,5,56784613
4,6,66,3,1398860
4,6,94,5,78491776
4,6,54,5,135307
4,6,314,5,37770
4,6,32,3,130380
4,6,160,4,205515
4,6,162,5,853792082
4,6,46,4,820987
4,6,136,4,10766143
4,6,142,4,5289587
4,6,28,2,8952
4,6,96,5,93271018
4,6,48,4,1204496
4,6,238,5,135178539
4,6,294,5,887072
4,6,92,3,1571
4,6,336,5,194
4,6,302,5,284344
4,6,76,5,9924527
4,6,164,5,856386976
4,6,68,4,17499088
4,6,144,5,736636353
4,6,86,4,50299541
4,6,26,2,8419
4,6,192,5,673877465
4,6,44,3,734897
4,6,100,4,62812882
4,6,284,5,3044377
4,6,50,5,43592
4,6,150,5,794222177
4,6,74,3,646406
4,6,70,4,20742059
4,6,214,5,384024591
4,6,276,5,7349210
4,6,38,2,4346
4,6,106,5,192990971
4,6,168,5,854268077
4,6,28,4,5680
4,6,286,5,2382979
4,6,232,5,182809723
4,6,52,4,2422602
4,6,296,5,689137
4,6,320,5,12611
4,6,60,3,1656782
4,6,80,5,17183625
4,6,22,2,5922
4,6,280,5,4807336
4,6,70,5,3887190
4,6,64,4,11902712
4,6,88,4,53446456
4,6,94,3,318
4,6,236,5,150116595
4,6,344,5,7
4,6,62,3,1617354
4,6,6,2,33
4,6,26,3,34297
4,6,72,3,841744
4,6,104,4,61373511
4,6,98,5,109801182
4,6,52,3,1369262
4,6,328,5,1901
4,6,246,5,84088173
4,6,132,5,578857593
4,6,120,5,391642066
4,6,20,2,4555
4,6,34,2,7376
4,6,268,5,15883655
4,6,22,4,400
4,6,74,4,27872644
4,6,334,5,371
4,6,266,5,18985525
4,6,44,2,939
4,6,134,4,13151048
4,6,170,5,849960999
4,6,102,5,148008829
4,6,342,5,10
4,6,114,5,300500078
4,6,36,2,6032
4,6,38,5,316
4,6,74,5,7379125
4,6,188,5,717879070
4,6,262,5,26395890
4,6,224,5,263753415
4,6,28,3,56357
4,6,86,3,31408
4,6,66,4,14552869
4,6,126,5,486643950
4,6,180,4,143
4,6,12,2,714
4,6,346,5,4
4,6,176,5,822424342
4,6,338,5,71
4,6,22,3,10656
4,6,96,3,29
4,6,322,5,6894
4,6,222,5,286755246
4,6,92,5,65365113
4,6,96,4,61892589
4,6,18,3,2468
4,6,330,5,792
4,6,50,2,31
4,6,42,3,589857
4,6,10,1,6
4,6,76,4,31669316
4,6,112,5,271827254
4,6,220,5,309052682
4,6,48,2,177
4,6,90,3,5070
4,6,234,5,165720072
4,6,56,4,4460679
4,6,20,3,5330
4,6,140,4,6817980
4,6,68,5,2747767
4,6,130,4,18966831
4,6,102,4,62380433
4,6,198,5,597972039
4,6,78,5,13142230
4,6,128,4,22233149
4,6,50,3,1218391
4,6,104,5,169648709
4,6,46,5,11902
4,6,84,3,64457
4,6,78,4,35540434
4,6,110,4,55074310
4,6,50,4,1726315
4,6,138,5,664053917
4,6,300,5,382631
4,6,164,4,73040
4,6,248,5,73688949
4,6,148,5,776818358
4,6,94,4,60498699
4,6,32,4,23302
4,6,106,4,59731075
4,6,38,3,351688
4,6,40,5,1059
4,6,298,5,516369
4,6,210,5,436986980
4,6,278,5,5937292
4,6,58,4,5871001
4,6,152,4,1122085
4,6,288,5,1899383
4,6,158,4,330550
4,6,348,5,4
4,6,226,5,241495406
4,6,264,5,22347685
4,6,176,4,1076
4,6,34,4,43592
4,6,290,5,1499866
4,6,158,5,842290859
4,6,52,5,78645
4,6,122,5,423043132
4,6,308,5,111583
4,6,250,5,64888108
4,6,62,5,867814
4,6,206,5,490657067
4,6,62,4,9568130
4,6,256,5,41965057
4,6,116,4,45027957
4,6,80,4,39403367
4,6,146,4,3018342
4,6,40,2,2799
4,6,144,4,4045361
4,6,4,1,21
4,6,122,4,33391296
4,6,46,2,386
4,6,156,4,508748
4,6,82,5,22165755
4,6,146,5,757472469
4,6,260,5,31007913
4,6,142,5,714412577
4,6,134,5,608494472
4,6,40,4,221198
4,6,10,2,356
4,6,126,4,25791713
4,6,30,2,9087
4,6,228,5,221145374
4,6,118,4,41230645
4,6,270,5,13106436
4,6,190,5,695678461
4,6,90,5,53889209
4,6,254,5,49008094
4,6,304,5,217506
4,6,258,5,36207269
4,6,166,4,41466
4,6,86,5,35422027
4,6,124,4,29573932
4,6,182,5,778351630
4,6,80,3,203334
4,6,44,4,545456
4,6,124,5,454771350
4,6,54,3,1495187
4,6,184,4,13
4,6,244,5,95179515
4,6,202,5,543655992
4,6,140,5,690213914
4,6,274,5,8985325
4,6,64,5,1299069
4,6,168,4,22284
4,6,42,5,2524
4,6,24,3,19763
4,6,36,3,260597
4,6,42,2,1797
4,6,66,5,1906144
4,6,172,5,842440580
4,6,44,5,5680
4,6,70,3,1041329
4,6,46,3,892705
4,6,26,4,2524
4,6,212,5,409841499
4,6,18,2,3225
4,6,242,5,106978154
4,6,148,4,2211749
4,6,56,5,224560
4,6,292,5,1153508
4,6,178,4,367
4,6,200,5,571485110
4,6,150,4,1596193
4,6,216,5,358199859
4,6,14,2,1259
4,6,48,5,23302
4,6,310,5,78715
4,6,40,3,461966
4,6,340,5,78
4,6,72,4,24221958
4,6,114,4,48618460
4,6,186,5,740350663
4,6,184,5,760309100
4,6,172,4,5640
4,6,112,4,52024431
4,6,240,5,120377012
4,6,36,4,78364
4,6,332,5,756
4,6,8,2,145
4,6,24,2,7321
4,6,88,3,13535
4,6,110,5,244134397
4,6,48,3,1056030
4,6,76,3,469112
4,6,218,5,332316845
4,6,136,5,636725654
4,6,30,4,11902
4,6,138,4,8649778
4,6,14,3,400
4,6,58,3,1647634
4,6,6,1,35
4,6,160,5,848430242
4,6,174,4,2453
4,6,72,5,5397679
4,6,272,5,10793141
4,6,42,4,353035
4,6,92,4,58606282
4,6,64,3,1530275
4,6,56,3,1591238
4,6,132,4,15916525
4,6,58,5,361851
4,6,306,5,157013
4,6,182,4,26
4,6,282,5,3889151
4,6,194,5,649263415
4,6,318,5,17582
4,6,8,1,25
4,6,54,4,3323177
4,6,16,2,2104
4,6,156,5,834038772
4,6,100,5,128076249
4,6,60,5,566877
4,6,230,5,201624165
4,6,68,3,1232145
4,6,118,5,360483129
4,6,166,5,856111822
4,6,16,3,1059
4,6,162,4,124700
4,6,88,5,43965501
4,6,170,4,11525
4,6,12,3,124
4,6,82,3,119573
4,6,108,5,217810556
4,6,20,4,100
4,6,312,5,58205
4,6,120,4,37256691
4,6,324,5,4819
4,6,208,5,464448491
4,6,130,5,548586346
4,6,60,4,7567524
